epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1625071273832,2021-06-30T18:41:13.832,44.731,-0.072,0.417,-0.579
1625071273833,2021-06-30T18:41:13.833,44.732,-0.104,0.397,-0.539
1625071273835,2021-06-30T18:41:13.835,44.734,-0.144,0.366,-0.573
1625071273836,2021-06-30T18:41:13.836,44.735,-0.148,0.333,-0.590
1625071273838,2021-06-30T18:41:13.838,44.737,-0.146,0.283,-0.625
1625071273838,2021-06-30T18:41:13.838,44.737,-0.119,0.227,-0.678
1625071273839,2021-06-30T18:41:13.839,44.738,-0.109,0.206,-0.675
1625071273841,2021-06-30T18:41:13.841,44.740,-0.144,0.210,-0.654
1625071273842,2021-06-30T18:41:13.842,44.741,-0.191,0.212,-0.617
1625071273844,2021-06-30T18:41:13.844,44.743,-0.213,0.195,-0.594
1625071273845,2021-06-30T18:41:13.845,44.744,-0.234,0.192,-0.576
1625071273847,2021-06-30T18:41:13.847,44.746,-0.263,0.193,-0.550
1625071273847,2021-06-30T18:41:13.847,44.746,-0.255,0.187,-0.546
1625071273848,2021-06-30T18:41:13.848,44.747,-0.225,0.161,-0.592
1625071273850,2021-06-30T18:41:13.850,44.749,-0.214,0.169,-0.595
1625071273851,2021-06-30T18:41:13.851,44.750,-0.212,0.175,-0.589
1625071273852,2021-06-30T18:41:13.852,44.751,-0.178,0.157,-0.658
1625071273854,2021-06-30T18:41:13.854,44.753,-0.180,0.180,-0.608
1625071273854,2021-06-30T18:41:13.854,44.753,-0.200,0.177,-0.590
1625071273855,2021-06-30T18:41:13.855,44.754,-0.223,0.189,-0.547
1625071273857,2021-06-30T18:41:13.857,44.756,-0.231,0.182,-0.547
1625071273858,2021-06-30T18:41:13.858,44.757,-0.213,0.159,-0.585
1625071273860,2021-06-30T18:41:13.860,44.759,-0.181,0.148,-0.604
1625071273861,2021-06-30T18:41:13.861,44.760,-0.160,0.152,-0.630
1625071273863,2021-06-30T18:41:13.863,44.762,-0.171,0.146,-0.646
1625071273863,2021-06-30T18:41:13.863,44.762,-0.150,0.127,-0.693
1625071273864,2021-06-30T18:41:13.864,44.763,-0.133,0.118,-0.723
1625071273866,2021-06-30T18:41:13.866,44.765,-0.147,0.126,-0.712
1625071273867,2021-06-30T18:41:13.867,44.766,-0.159,0.118,-0.742
1625071273869,2021-06-30T18:41:13.869,44.768,-0.197,0.078,-0.865
1625071273870,2021-06-30T18:41:13.870,44.769,-0.189,0.011,-1.024
1625071273872,2021-06-30T18:41:13.872,44.771,-0.140,0.041,-1.055
1625071273872,2021-06-30T18:41:13.872,44.771,-0.088,0.080,-1.060
1625071273873,2021-06-30T18:41:13.873,44.772,0.012,0.054,-1.119
1625071273874,2021-06-30T18:41:13.874,44.773,0.111,0.083,-1.118
1625071273876,2021-06-30T18:41:13.876,44.775,0.202,0.130,-1.067
1625071273877,2021-06-30T18:41:13.877,44.776,0.285,0.139,-1.039
1625071273879,2021-06-30T18:41:13.879,44.778,0.348,0.149,-0.988
1625071273879,2021-06-30T18:41:13.879,44.778,0.449,0.127,-0.969
1625071273880,2021-06-30T18:41:13.880,44.779,0.582,0.076,-1.028
1625071273882,2021-06-30T18:41:13.882,44.781,0.688,0.055,-1.104
1625071273883,2021-06-30T18:41:13.883,44.782,0.700,0.046,-1.173
1625071273885,2021-06-30T18:41:13.885,44.784,0.657,0.020,-1.217
1625071273886,2021-06-30T18:41:13.886,44.785,0.510,0.027,-1.135
1625071273888,2021-06-30T18:41:13.888,44.787,0.396,0.009,-1.017
1625071273888,2021-06-30T18:41:13.888,44.787,0.364,0.000,-0.924
1625071273889,2021-06-30T18:41:13.889,44.788,0.321,0.000,-0.835
1625071273891,2021-06-30T18:41:13.891,44.790,0.306,-0.007,-0.767
1625071273892,2021-06-30T18:41:13.892,44.791,0.266,0.012,-0.689
1625071273893,2021-06-30T18:41:13.893,44.792,0.198,0.040,-0.560
1625071273895,2021-06-30T18:41:13.895,44.794,0.122,0.067,-0.428
1625071273895,2021-06-30T18:41:13.895,44.794,0.063,0.104,-0.277
1625071273896,2021-06-30T18:41:13.896,44.795,0.065,0.142,-0.198
1625071273898,2021-06-30T18:41:13.898,44.797,0.057,0.174,-0.147
1625071273899,2021-06-30T18:41:13.899,44.798,0.065,0.202,-0.133
1625071273901,2021-06-30T18:41:13.901,44.800,0.111,0.204,-0.191
1625071273902,2021-06-30T18:41:13.902,44.801,0.148,0.184,-0.261
1625071273904,2021-06-30T18:41:13.904,44.803,0.167,0.135,-0.354
1625071273904,2021-06-30T18:41:13.904,44.803,0.211,0.064,-0.495
1625071273905,2021-06-30T18:41:13.905,44.804,0.269,-0.011,-0.705
1625071273907,2021-06-30T18:41:13.907,44.806,0.294,-0.123,-0.956
1625071273908,2021-06-30T18:41:13.908,44.807,0.314,-0.239,-1.233
1625071273910,2021-06-30T18:41:13.910,44.809,0.326,-0.340,-1.512
1625071273911,2021-06-30T18:41:13.911,44.810,0.325,-0.430,-1.786
1625071273911,2021-06-30T18:41:13.911,44.810,0.306,-0.473,-2.003
1625071273913,2021-06-30T18:41:13.913,44.812,0.265,-0.490,-2.138
1625071273914,2021-06-30T18:41:13.914,44.813,0.231,-0.477,-2.184
1625071273915,2021-06-30T18:41:13.915,44.814,0.188,-0.436,-2.130
1625071273917,2021-06-30T18:41:13.917,44.816,0.141,-0.379,-1.993
1625071273918,2021-06-30T18:41:13.918,44.817,0.102,-0.305,-1.824
1625071273920,2021-06-30T18:41:13.920,44.819,0.093,-0.241,-1.627
1625071273920,2021-06-30T18:41:13.920,44.819,0.076,-0.173,-1.431
1625071273921,2021-06-30T18:41:13.921,44.820,0.070,-0.097,-1.246
1625071273923,2021-06-30T18:41:13.923,44.822,0.033,-0.027,-1.092
1625071273924,2021-06-30T18:41:13.924,44.823,-0.030,0.038,-0.942
1625071273926,2021-06-30T18:41:13.926,44.825,-0.068,0.104,-0.795
1625071273927,2021-06-30T18:41:13.927,44.826,-0.102,0.151,-0.644
1625071273927,2021-06-30T18:41:13.927,44.826,-0.127,0.184,-0.527
1625071273929,2021-06-30T18:41:13.929,44.828,-0.157,0.205,-0.429
1625071273930,2021-06-30T18:41:13.930,44.829,-0.173,0.227,-0.386
1625071273932,2021-06-30T18:41:13.932,44.831,-0.212,0.246,-0.318
1625071273933,2021-06-30T18:41:13.933,44.832,-0.242,0.243,-0.289
1625071273934,2021-06-30T18:41:13.934,44.833,-0.272,0.239,-0.313
1625071273936,2021-06-30T18:41:13.936,44.835,-0.296,0.226,-0.365
1625071273936,2021-06-30T18:41:13.936,44.835,-0.329,0.210,-0.422
1625071273937,2021-06-30T18:41:13.937,44.836,-0.363,0.189,-0.474
1625071273939,2021-06-30T18:41:13.939,44.838,-0.394,0.174,-0.532
1625071273940,2021-06-30T18:41:13.940,44.839,-0.421,0.151,-0.594
1625071273942,2021-06-30T18:41:13.942,44.841,-0.438,0.123,-0.638
1625071273943,2021-06-30T18:41:13.943,44.842,-0.468,0.113,-0.676
1625071273945,2021-06-30T18:41:13.945,44.844,-0.490,0.087,-0.723
1625071273945,2021-06-30T18:41:13.945,44.844,-0.508,0.065,-0.742
1625071273946,2021-06-30T18:41:13.946,44.845,-0.518,0.050,-0.767
1625071273948,2021-06-30T18:41:13.948,44.847,-0.534,0.036,-0.766
1625071273949,2021-06-30T18:41:13.949,44.848,-0.549,0.025,-0.772
1625071273951,2021-06-30T18:41:13.951,44.850,-0.549,0.014,-0.774
1625071273952,2021-06-30T18:41:13.952,44.851,-0.547,0.012,-0.753
1625071273952,2021-06-30T18:41:13.952,44.851,-0.563,0.010,-0.717
1625071273954,2021-06-30T18:41:13.954,44.853,-0.563,0.011,-0.700
1625071273955,2021-06-30T18:41:13.955,44.854,-0.560,-0.001,-0.680
1625071273956,2021-06-30T18:41:13.956,44.855,-0.558,-0.002,-0.655
1625071273958,2021-06-30T18:41:13.958,44.857,-0.555,-0.010,-0.644
1625071273959,2021-06-30T18:41:13.959,44.858,-0.534,-0.009,-0.633
1625071273961,2021-06-30T18:41:13.961,44.860,-0.518,-0.017,-0.636
1625071273961,2021-06-30T18:41:13.961,44.860,-0.511,-0.017,-0.639
1625071273962,2021-06-30T18:41:13.962,44.861,-0.495,-0.019,-0.639
1625071273964,2021-06-30T18:41:13.964,44.863,-0.492,-0.017,-0.643
1625071273965,2021-06-30T18:41:13.965,44.864,-0.484,-0.016,-0.645
1625071273967,2021-06-30T18:41:13.967,44.866,-0.477,-0.009,-0.661
1625071273968,2021-06-30T18:41:13.968,44.867,-0.475,-0.002,-0.677
1625071273968,2021-06-30T18:41:13.968,44.867,-0.477,-0.001,-0.677
1625071273970,2021-06-30T18:41:13.970,44.869,-0.479,0.004,-0.680
1625071273971,2021-06-30T18:41:13.971,44.870,-0.485,0.014,-0.696
1625071273973,2021-06-30T18:41:13.973,44.872,-0.489,0.020,-0.718
1625071273974,2021-06-30T18:41:13.974,44.873,-0.498,0.033,-0.740
1625071273976,2021-06-30T18:41:13.976,44.875,-0.508,0.056,-0.749
1625071273977,2021-06-30T18:41:13.977,44.876,-0.523,0.071,-0.763
1625071273977,2021-06-30T18:41:13.977,44.876,-0.535,0.085,-0.784
1625071273978,2021-06-30T18:41:13.978,44.877,-0.557,0.113,-0.783
1625071273980,2021-06-30T18:41:13.980,44.879,-0.578,0.134,-0.791
1625071273981,2021-06-30T18:41:13.981,44.880,-0.594,0.152,-0.803
1625071273983,2021-06-30T18:41:13.983,44.882,-0.615,0.169,-0.824
1625071273984,2021-06-30T18:41:13.984,44.883,-0.629,0.178,-0.824
1625071273984,2021-06-30T18:41:13.984,44.883,-0.644,0.208,-0.822
1625071273987,2021-06-30T18:41:13.987,44.886,-0.659,0.227,-0.805
1625071273987,2021-06-30T18:41:13.987,44.886,-0.675,0.241,-0.806
1625071273989,2021-06-30T18:41:13.989,44.888,-0.684,0.251,-0.797
1625071273990,2021-06-30T18:41:13.990,44.889,-0.686,0.266,-0.792
1625071273992,2021-06-30T18:41:13.992,44.891,-0.696,0.271,-0.789
1625071273993,2021-06-30T18:41:13.993,44.892,-0.696,0.281,-0.778
1625071273993,2021-06-30T18:41:13.993,44.892,-0.691,0.283,-0.768
1625071273995,2021-06-30T18:41:13.995,44.894,-0.690,0.282,-0.765
1625071273996,2021-06-30T18:41:13.996,44.895,-0.680,0.284,-0.763
1625071273997,2021-06-30T18:41:13.997,44.896,-0.678,0.289,-0.767
1625071273999,2021-06-30T18:41:13.999,44.898,-0.668,0.292,-0.765
1625071274000,2021-06-30T18:41:14.000,44.899,-0.660,0.295,-0.771
1625071274002,2021-06-30T18:41:14.002,44.901,-0.653,0.289,-0.778
1625071274002,2021-06-30T18:41:14.002,44.901,-0.653,0.298,-0.783
1625071274003,2021-06-30T18:41:14.003,44.902,-0.639,0.298,-0.779
1625071274005,2021-06-30T18:41:14.005,44.904,-0.632,0.303,-0.778
1625071274006,2021-06-30T18:41:14.006,44.905,-0.627,0.306,-0.775
1625071274008,2021-06-30T18:41:14.008,44.907,-0.615,0.315,-0.766
1625071274009,2021-06-30T18:41:14.009,44.908,-0.618,0.326,-0.746
1625071274009,2021-06-30T18:41:14.009,44.908,-0.612,0.344,-0.728
1625071274011,2021-06-30T18:41:14.011,44.910,-0.606,0.360,-0.710
1625071274012,2021-06-30T18:41:14.012,44.911,-0.592,0.381,-0.694
1625071274014,2021-06-30T18:41:14.014,44.913,-0.577,0.381,-0.680
1625071274015,2021-06-30T18:41:14.015,44.914,-0.558,0.391,-0.655
1625071274017,2021-06-30T18:41:14.017,44.916,-0.544,0.417,-0.616
1625071274018,2021-06-30T18:41:14.018,44.917,-0.527,0.472,-0.562
1625071274018,2021-06-30T18:41:14.018,44.917,-0.535,0.610,-0.557
1625071274019,2021-06-30T18:41:14.019,44.918,-0.393,0.730,-0.765
1625071274021,2021-06-30T18:41:14.021,44.920,-0.054,0.610,-1.112
1625071274022,2021-06-30T18:41:14.022,44.921,0.109,0.621,-1.266
1625071274024,2021-06-30T18:41:14.024,44.923,0.212,0.650,-1.303
1625071274025,2021-06-30T18:41:14.025,44.924,0.255,0.627,-1.261
1625071274025,2021-06-30T18:41:14.025,44.924,0.238,0.563,-1.172
1625071274027,2021-06-30T18:41:14.027,44.926,0.201,0.472,-1.058
1625071274028,2021-06-30T18:41:14.028,44.927,0.102,0.407,-0.967
1625071274030,2021-06-30T18:41:14.030,44.929,0.009,0.356,-0.921
1625071274031,2021-06-30T18:41:14.031,44.930,-0.082,0.333,-0.883
1625071274033,2021-06-30T18:41:14.033,44.932,-0.162,0.341,-0.863
1625071274034,2021-06-30T18:41:14.034,44.933,-0.223,0.361,-0.845
1625071274034,2021-06-30T18:41:14.034,44.933,-0.269,0.385,-0.827
1625071274036,2021-06-30T18:41:14.036,44.935,-0.304,0.421,-0.804
1625071274037,2021-06-30T18:41:14.037,44.936,-0.334,0.443,-0.782
1625071274038,2021-06-30T18:41:14.038,44.937,-0.344,0.430,-0.751
1625071274040,2021-06-30T18:41:14.040,44.939,-0.359,0.399,-0.723
1625071274041,2021-06-30T18:41:14.041,44.940,-0.362,0.319,-0.705
1625071274041,2021-06-30T18:41:14.041,44.940,-0.384,0.244,-0.696
1625071274043,2021-06-30T18:41:14.043,44.942,-0.424,0.180,-0.706
1625071274044,2021-06-30T18:41:14.044,44.943,-0.467,0.126,-0.725
1625071274046,2021-06-30T18:41:14.046,44.945,-0.495,0.065,-0.757
1625071274047,2021-06-30T18:41:14.047,44.946,-0.514,0.019,-0.783
1625071274049,2021-06-30T18:41:14.049,44.948,-0.530,-0.006,-0.798
1625071274050,2021-06-30T18:41:14.050,44.949,-0.537,-0.013,-0.807
1625071274050,2021-06-30T18:41:14.050,44.949,-0.545,-0.003,-0.800
1625071274052,2021-06-30T18:41:14.052,44.951,-0.553,0.016,-0.822
1625071274053,2021-06-30T18:41:14.053,44.952,-0.573,0.040,-0.850
1625071274055,2021-06-30T18:41:14.055,44.954,-0.585,0.076,-0.874
1625071274056,2021-06-30T18:41:14.056,44.955,-0.591,0.113,-0.903
1625071274058,2021-06-30T18:41:14.058,44.957,-0.635,0.123,-0.946
1625071274058,2021-06-30T18:41:14.058,44.957,-0.733,0.099,-1.012
1625071274059,2021-06-30T18:41:14.059,44.958,-0.818,0.093,-1.043
1625071274060,2021-06-30T18:41:14.060,44.959,-0.849,0.097,-1.005
1625071274062,2021-06-30T18:41:14.062,44.961,-0.894,0.085,-0.929
1625071274063,2021-06-30T18:41:14.063,44.962,-0.939,0.040,-0.843
1625071274065,2021-06-30T18:41:14.065,44.964,-0.998,-0.021,-0.757
1625071274066,2021-06-30T18:41:14.066,44.965,-1.070,-0.109,-0.660
1625071274066,2021-06-30T18:41:14.066,44.965,-1.127,-0.185,-0.566
1625071274068,2021-06-30T18:41:14.068,44.967,-1.157,-0.276,-0.516
1625071274069,2021-06-30T18:41:14.069,44.968,-1.154,-0.341,-0.540
1625071274071,2021-06-30T18:41:14.071,44.970,-1.107,-0.355,-0.591
1625071274072,2021-06-30T18:41:14.072,44.971,-1.010,-0.348,-0.689
1625071274074,2021-06-30T18:41:14.074,44.973,-0.894,-0.285,-0.833
1625071274075,2021-06-30T18:41:14.075,44.974,-0.762,-0.202,-1.006
1625071274077,2021-06-30T18:41:14.077,44.976,-0.630,-0.114,-1.199
1625071274077,2021-06-30T18:41:14.077,44.976,-0.524,-0.031,-1.379
1625071274078,2021-06-30T18:41:14.078,44.977,-0.446,0.020,-1.532
1625071274080,2021-06-30T18:41:14.080,44.979,-0.381,0.054,-1.635
1625071274081,2021-06-30T18:41:14.081,44.980,-0.329,0.073,-1.699
1625071274082,2021-06-30T18:41:14.082,44.981,-0.292,0.056,-1.727
1625071274082,2021-06-30T18:41:14.082,44.981,-0.271,0.019,-1.721
1625071274084,2021-06-30T18:41:14.084,44.983,-0.259,-0.036,-1.687
1625071274085,2021-06-30T18:41:14.085,44.984,-0.264,-0.094,-1.631
1625071274087,2021-06-30T18:41:14.087,44.986,-0.270,-0.158,-1.550
1625071274088,2021-06-30T18:41:14.088,44.987,-0.263,-0.214,-1.474
1625071274090,2021-06-30T18:41:14.090,44.989,-0.265,-0.255,-1.407
1625071274091,2021-06-30T18:41:14.091,44.990,-0.274,-0.289,-1.343
1625071274091,2021-06-30T18:41:14.091,44.990,-0.279,-0.301,-1.274
1625071274093,2021-06-30T18:41:14.093,44.992,-0.282,-0.294,-1.219
1625071274094,2021-06-30T18:41:14.094,44.993,-0.295,-0.262,-1.168
1625071274096,2021-06-30T18:41:14.096,44.995,-0.311,-0.215,-1.130
1625071274097,2021-06-30T18:41:14.097,44.996,-0.320,-0.166,-1.095
1625071274099,2021-06-30T18:41:14.099,44.998,-0.324,-0.111,-1.077
1625071274099,2021-06-30T18:41:14.099,44.998,-0.313,-0.060,-1.068
1625071274100,2021-06-30T18:41:14.100,44.999,-0.314,-0.001,-1.058
1625071274101,2021-06-30T18:41:14.101,45.000,-0.307,0.036,-1.050
1625071274103,2021-06-30T18:41:14.103,45.002,-0.304,0.068,-1.041
1625071274104,2021-06-30T18:41:14.104,45.003,-0.303,0.087,-1.048
1625071274106,2021-06-30T18:41:14.106,45.005,-0.292,0.096,-1.039
1625071274107,2021-06-30T18:41:14.107,45.006,-0.295,0.089,-1.033
1625071274107,2021-06-30T18:41:14.107,45.006,-0.285,0.081,-1.031
1625071274109,2021-06-30T18:41:14.109,45.008,-0.283,0.074,-1.023
1625071274110,2021-06-30T18:41:14.110,45.009,-0.283,0.063,-1.004
1625071274112,2021-06-30T18:41:14.112,45.011,-0.281,0.047,-0.996
1625071274113,2021-06-30T18:41:14.113,45.012,-0.284,0.039,-0.980
1625071274115,2021-06-30T18:41:14.115,45.014,-0.271,0.037,-0.967
1625071274115,2021-06-30T18:41:14.115,45.014,-0.270,0.028,-0.959
1625071274116,2021-06-30T18:41:14.116,45.015,-0.261,0.032,-0.949
1625071274118,2021-06-30T18:41:14.118,45.017,-0.253,0.031,-0.939
1625071274119,2021-06-30T18:41:14.119,45.018,-0.250,0.026,-0.931
1625071274121,2021-06-30T18:41:14.121,45.020,-0.241,0.026,-0.912
1625071274122,2021-06-30T18:41:14.122,45.021,-0.228,0.024,-0.907
1625071274123,2021-06-30T18:41:14.123,45.022,-0.231,0.021,-0.893
1625071274123,2021-06-30T18:41:14.123,45.022,-0.222,0.018,-0.886
1625071274125,2021-06-30T18:41:14.125,45.024,-0.215,0.025,-0.869
1625071274126,2021-06-30T18:41:14.126,45.025,-0.211,0.032,-0.849
1625071274128,2021-06-30T18:41:14.128,45.027,-0.220,0.054,-0.825
1625071274129,2021-06-30T18:41:14.129,45.028,-0.236,0.067,-0.807
1625071274131,2021-06-30T18:41:14.131,45.030,-0.244,0.099,-0.783
1625071274132,2021-06-30T18:41:14.132,45.031,-0.264,0.126,-0.767
1625071274132,2021-06-30T18:41:14.132,45.031,-0.277,0.167,-0.758
1625071274134,2021-06-30T18:41:14.134,45.033,-0.296,0.205,-0.765
1625071274135,2021-06-30T18:41:14.135,45.034,-0.310,0.255,-0.760
1625071274137,2021-06-30T18:41:14.137,45.036,-0.310,0.309,-0.779
1625071274138,2021-06-30T18:41:14.138,45.037,-0.310,0.368,-0.799
1625071274140,2021-06-30T18:41:14.140,45.039,-0.305,0.411,-0.833
1625071274140,2021-06-30T18:41:14.140,45.039,-0.299,0.459,-0.867
1625071274141,2021-06-30T18:41:14.141,45.040,-0.278,0.492,-0.900
1625071274143,2021-06-30T18:41:14.143,45.042,-0.251,0.526,-0.932
1625071274144,2021-06-30T18:41:14.144,45.043,-0.226,0.554,-0.957
1625071274145,2021-06-30T18:41:14.145,45.044,-0.207,0.584,-0.972
1625071274147,2021-06-30T18:41:14.147,45.046,-0.195,0.608,-0.970
1625071274148,2021-06-30T18:41:14.148,45.047,-0.185,0.625,-0.977
1625071274148,2021-06-30T18:41:14.148,45.047,-0.180,0.649,-0.981
1625071274150,2021-06-30T18:41:14.150,45.049,-0.169,0.662,-0.982
1625071274151,2021-06-30T18:41:14.151,45.050,-0.167,0.686,-0.962
1625071274153,2021-06-30T18:41:14.153,45.052,-0.173,0.705,-0.947
1625071274154,2021-06-30T18:41:14.154,45.053,-0.163,0.709,-1.024
1625071274156,2021-06-30T18:41:14.156,45.055,-0.151,0.702,-1.125
1625071274156,2021-06-30T18:41:14.156,45.055,-0.356,0.687,-1.125
1625071274157,2021-06-30T18:41:14.157,45.056,-0.570,0.658,-1.240
1625071274159,2021-06-30T18:41:14.159,45.058,-0.173,0.714,-1.308
1625071274160,2021-06-30T18:41:14.160,45.059,0.041,0.714,-1.347
1625071274162,2021-06-30T18:41:14.162,45.061,0.150,0.680,-1.322
1625071274163,2021-06-30T18:41:14.163,45.062,0.157,0.644,-1.250
1625071274164,2021-06-30T18:41:14.164,45.063,0.122,0.621,-1.148
1625071274164,2021-06-30T18:41:14.164,45.063,0.056,0.584,-1.040
1625071274166,2021-06-30T18:41:14.166,45.065,-0.000,0.525,-0.955
1625071274167,2021-06-30T18:41:14.167,45.066,-0.039,0.447,-0.907
1625071274169,2021-06-30T18:41:14.169,45.068,-0.056,0.372,-0.876
1625071274170,2021-06-30T18:41:14.170,45.069,-0.075,0.307,-0.855
1625071274172,2021-06-30T18:41:14.172,45.071,-0.190,0.218,-0.854
1625071274172,2021-06-30T18:41:14.172,45.071,-0.352,0.168,-0.812
1625071274173,2021-06-30T18:41:14.173,45.072,-0.303,0.196,-0.769
1625071274175,2021-06-30T18:41:14.175,45.074,-0.136,0.211,-0.757
1625071274176,2021-06-30T18:41:14.176,45.075,-0.009,0.197,-0.731
1625071274178,2021-06-30T18:41:14.178,45.077,0.072,0.147,-0.733
1625071274179,2021-06-30T18:41:14.179,45.078,0.124,0.085,-0.741
1625071274181,2021-06-30T18:41:14.181,45.080,0.130,0.031,-0.753
1625071274181,2021-06-30T18:41:14.181,45.080,0.109,-0.012,-0.772
1625071274182,2021-06-30T18:41:14.182,45.081,0.080,-0.047,-0.785
1625071274184,2021-06-30T18:41:14.184,45.083,0.055,-0.082,-0.794
1625071274185,2021-06-30T18:41:14.185,45.084,0.055,-0.117,-0.817
1625071274186,2021-06-30T18:41:14.186,45.085,0.070,-0.149,-0.849
1625071274188,2021-06-30T18:41:14.188,45.087,0.099,-0.176,-0.886
1625071274188,2021-06-30T18:41:14.188,45.087,0.133,-0.191,-0.932
1625071274189,2021-06-30T18:41:14.189,45.088,0.172,-0.207,-0.978
1625071274191,2021-06-30T18:41:14.191,45.090,0.217,-0.234,-1.018
1625071274192,2021-06-30T18:41:14.192,45.091,0.228,-0.250,-1.062
1625071274194,2021-06-30T18:41:14.194,45.093,0.227,-0.250,-1.097
1625071274195,2021-06-30T18:41:14.195,45.094,0.236,-0.250,-1.114
1625071274197,2021-06-30T18:41:14.197,45.096,0.224,-0.241,-1.125
1625071274197,2021-06-30T18:41:14.197,45.096,0.203,-0.211,-1.137
1625071274198,2021-06-30T18:41:14.198,45.097,0.178,-0.184,-1.151
1625071274200,2021-06-30T18:41:14.200,45.099,0.178,-0.156,-1.172
1625071274201,2021-06-30T18:41:14.201,45.100,0.175,-0.119,-1.179
1625071274203,2021-06-30T18:41:14.203,45.102,0.212,-0.065,-1.166
1625071274204,2021-06-30T18:41:14.204,45.103,0.241,-0.027,-1.159
1625071274205,2021-06-30T18:41:14.205,45.104,0.250,-0.003,-1.156
1625071274205,2021-06-30T18:41:14.205,45.104,0.237,0.016,-1.151
1625071274207,2021-06-30T18:41:14.207,45.106,0.217,0.026,-1.139
1625071274208,2021-06-30T18:41:14.208,45.107,0.193,0.036,-1.096
1625071274210,2021-06-30T18:41:14.210,45.109,0.141,0.037,-1.071
1625071274211,2021-06-30T18:41:14.211,45.110,0.087,0.025,-1.040
1625071274213,2021-06-30T18:41:14.213,45.112,0.050,0.023,-0.994
1625071274213,2021-06-30T18:41:14.213,45.112,0.019,0.039,-0.932
1625071274214,2021-06-30T18:41:14.214,45.113,0.016,0.037,-0.881
1625071274216,2021-06-30T18:41:14.216,45.115,0.061,0.011,-0.851
1625071274217,2021-06-30T18:41:14.217,45.116,0.182,-0.063,-0.894
1625071274219,2021-06-30T18:41:14.219,45.118,0.341,-0.173,-0.927
1625071274220,2021-06-30T18:41:14.220,45.119,0.556,-0.338,-0.974
1625071274222,2021-06-30T18:41:14.222,45.121,0.467,-0.326,-0.672
1625071274222,2021-06-30T18:41:14.222,45.121,0.625,-0.595,2.773
1625071274223,2021-06-30T18:41:14.223,45.122,0.369,-0.796,3.520
1625071274225,2021-06-30T18:41:14.225,45.124,0.172,-0.427,0.780
1625071274226,2021-06-30T18:41:14.226,45.125,0.082,0.071,-0.985
1625071274227,2021-06-30T18:41:14.227,45.126,-0.042,0.332,-1.433
1625071274229,2021-06-30T18:41:14.229,45.128,-0.008,0.289,-1.583
1625071274230,2021-06-30T18:41:14.230,45.129,0.193,0.099,-1.676
1625071274230,2021-06-30T18:41:14.230,45.129,0.457,-0.107,-0.235
