epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1625071273381,2021-06-30T18:41:13.381,44.280,0.139,0.558,-0.865
1625071273382,2021-06-30T18:41:13.382,44.281,0.134,0.551,-0.852
1625071273384,2021-06-30T18:41:13.384,44.283,0.128,0.546,-0.835
1625071273385,2021-06-30T18:41:13.385,44.284,0.135,0.541,-0.816
1625071273385,2021-06-30T18:41:13.385,44.284,0.132,0.540,-0.806
1625071273387,2021-06-30T18:41:13.387,44.286,0.130,0.542,-0.798
1625071273388,2021-06-30T18:41:13.388,44.287,0.126,0.541,-0.797
1625071273390,2021-06-30T18:41:13.390,44.289,0.125,0.544,-0.792
1625071273391,2021-06-30T18:41:13.391,44.290,0.121,0.545,-0.792
1625071273391,2021-06-30T18:41:13.391,44.290,0.124,0.548,-0.777
1625071273393,2021-06-30T18:41:13.393,44.292,0.112,0.557,-0.767
1625071273394,2021-06-30T18:41:13.394,44.293,0.111,0.563,-0.763
1625071273395,2021-06-30T18:41:13.395,44.294,0.104,0.569,-0.760
1625071273397,2021-06-30T18:41:13.397,44.296,0.095,0.576,-0.760
1625071273398,2021-06-30T18:41:13.398,44.297,0.091,0.585,-0.767
1625071273398,2021-06-30T18:41:13.398,44.297,0.086,0.593,-0.761
1625071273400,2021-06-30T18:41:13.400,44.299,0.082,0.602,-0.765
1625071273401,2021-06-30T18:41:13.401,44.300,0.075,0.607,-0.759
1625071273403,2021-06-30T18:41:13.403,44.302,0.074,0.620,-0.753
1625071273404,2021-06-30T18:41:13.404,44.303,0.070,0.624,-0.758
1625071273406,2021-06-30T18:41:13.406,44.305,0.058,0.637,-0.751
1625071273407,2021-06-30T18:41:13.407,44.306,0.055,0.640,-0.747
1625071273407,2021-06-30T18:41:13.407,44.306,0.047,0.648,-0.745
1625071273409,2021-06-30T18:41:13.409,44.308,0.045,0.655,-0.743
1625071273410,2021-06-30T18:41:13.410,44.309,0.043,0.663,-0.743
1625071273412,2021-06-30T18:41:13.412,44.311,0.031,0.664,-0.748
1625071273413,2021-06-30T18:41:13.413,44.312,0.024,0.672,-0.739
1625071273414,2021-06-30T18:41:13.414,44.313,0.021,0.673,-0.743
1625071273414,2021-06-30T18:41:13.414,44.313,0.013,0.674,-0.741
1625071273416,2021-06-30T18:41:13.416,44.315,0.015,0.677,-0.741
1625071273417,2021-06-30T18:41:13.417,44.316,0.015,0.671,-0.741
1625071273419,2021-06-30T18:41:13.419,44.318,0.012,0.667,-0.734
1625071273420,2021-06-30T18:41:13.420,44.319,0.012,0.665,-0.732
1625071273422,2021-06-30T18:41:13.422,44.321,0.019,0.665,-0.729
1625071273423,2021-06-30T18:41:13.423,44.322,0.020,0.668,-0.729
1625071273423,2021-06-30T18:41:13.423,44.322,0.024,0.667,-0.723
1625071273425,2021-06-30T18:41:13.425,44.324,0.025,0.678,-0.721
1625071273426,2021-06-30T18:41:13.426,44.325,0.034,0.680,-0.720
1625071273428,2021-06-30T18:41:13.428,44.327,0.033,0.683,-0.712
1625071273429,2021-06-30T18:41:13.429,44.328,0.031,0.685,-0.727
1625071273431,2021-06-30T18:41:13.431,44.330,0.042,0.679,-0.729
1625071273431,2021-06-30T18:41:13.431,44.330,0.047,0.677,-0.740
1625071273432,2021-06-30T18:41:13.432,44.331,0.054,0.672,-0.739
1625071273434,2021-06-30T18:41:13.434,44.333,0.056,0.669,-0.744
1625071273435,2021-06-30T18:41:13.435,44.334,0.055,0.660,-0.755
1625071273436,2021-06-30T18:41:13.436,44.335,0.052,0.660,-0.767
1625071273438,2021-06-30T18:41:13.438,44.337,0.061,0.648,-0.765
1625071273439,2021-06-30T18:41:13.439,44.338,0.059,0.648,-0.771
1625071273439,2021-06-30T18:41:13.439,44.338,0.057,0.635,-0.781
1625071273441,2021-06-30T18:41:13.441,44.340,0.065,0.621,-0.786
1625071273442,2021-06-30T18:41:13.442,44.341,0.064,0.617,-0.788
1625071273444,2021-06-30T18:41:13.444,44.343,0.069,0.608,-0.794
1625071273445,2021-06-30T18:41:13.445,44.344,0.078,0.601,-0.799
1625071273447,2021-06-30T18:41:13.447,44.346,0.080,0.595,-0.797
1625071273447,2021-06-30T18:41:13.447,44.346,0.085,0.593,-0.803
1625071273448,2021-06-30T18:41:13.448,44.347,0.083,0.583,-0.797
1625071273451,2021-06-30T18:41:13.451,44.350,0.099,0.580,-0.794
1625071273451,2021-06-30T18:41:13.451,44.350,0.097,0.578,-0.794
1625071273453,2021-06-30T18:41:13.453,44.352,0.100,0.575,-0.795
1625071273454,2021-06-30T18:41:13.454,44.353,0.106,0.575,-0.794
1625071273455,2021-06-30T18:41:13.455,44.354,0.114,0.568,-0.793
1625071273455,2021-06-30T18:41:13.455,44.354,0.118,0.572,-0.792
1625071273457,2021-06-30T18:41:13.457,44.356,0.114,0.571,-0.791
1625071273458,2021-06-30T18:41:13.458,44.357,0.114,0.561,-0.801
1625071273460,2021-06-30T18:41:13.460,44.359,0.111,0.558,-0.812
1625071273461,2021-06-30T18:41:13.461,44.360,0.104,0.556,-0.829
1625071273463,2021-06-30T18:41:13.463,44.362,0.103,0.541,-0.847
1625071273464,2021-06-30T18:41:13.464,44.363,0.096,0.527,-0.859
1625071273464,2021-06-30T18:41:13.464,44.363,0.088,0.516,-0.881
1625071273466,2021-06-30T18:41:13.466,44.365,0.088,0.503,-0.882
1625071273467,2021-06-30T18:41:13.467,44.366,0.087,0.496,-0.890
1625071273469,2021-06-30T18:41:13.469,44.368,0.083,0.491,-0.902
1625071273470,2021-06-30T18:41:13.470,44.369,0.083,0.482,-0.896
1625071273472,2021-06-30T18:41:13.472,44.371,0.093,0.472,-0.902
1625071273473,2021-06-30T18:41:13.473,44.372,0.092,0.467,-0.883
1625071273473,2021-06-30T18:41:13.473,44.372,0.111,0.460,-0.889
1625071273475,2021-06-30T18:41:13.475,44.374,0.117,0.456,-0.879
1625071273476,2021-06-30T18:41:13.476,44.375,0.128,0.454,-0.874
1625071273477,2021-06-30T18:41:13.477,44.376,0.134,0.452,-0.859
1625071273479,2021-06-30T18:41:13.479,44.378,0.146,0.451,-0.853
1625071273480,2021-06-30T18:41:13.480,44.379,0.157,0.450,-0.845
1625071273480,2021-06-30T18:41:13.480,44.379,0.169,0.451,-0.839
1625071273482,2021-06-30T18:41:13.482,44.381,0.163,0.456,-0.825
1625071273483,2021-06-30T18:41:13.483,44.382,0.165,0.459,-0.829
1625071273485,2021-06-30T18:41:13.485,44.384,0.170,0.467,-0.825
1625071273486,2021-06-30T18:41:13.486,44.385,0.167,0.480,-0.822
1625071273488,2021-06-30T18:41:13.488,44.387,0.166,0.492,-0.826
1625071273488,2021-06-30T18:41:13.488,44.387,0.167,0.495,-0.829
1625071273489,2021-06-30T18:41:13.489,44.388,0.165,0.512,-0.834
1625071273491,2021-06-30T18:41:13.491,44.390,0.162,0.522,-0.833
1625071273492,2021-06-30T18:41:13.492,44.391,0.166,0.529,-0.826
1625071273494,2021-06-30T18:41:13.494,44.393,0.157,0.527,-0.833
1625071273495,2021-06-30T18:41:13.495,44.394,0.166,0.540,-0.833
1625071273497,2021-06-30T18:41:13.497,44.396,0.169,0.542,-0.835
1625071273497,2021-06-30T18:41:13.497,44.396,0.167,0.542,-0.821
1625071273498,2021-06-30T18:41:13.498,44.397,0.168,0.552,-0.826
1625071273499,2021-06-30T18:41:13.499,44.398,0.166,0.560,-0.817
1625071273501,2021-06-30T18:41:13.501,44.400,0.171,0.556,-0.810
1625071273502,2021-06-30T18:41:13.502,44.401,0.168,0.560,-0.814
1625071273504,2021-06-30T18:41:13.504,44.403,0.165,0.566,-0.812
1625071273504,2021-06-30T18:41:13.504,44.403,0.164,0.565,-0.805
1625071273505,2021-06-30T18:41:13.505,44.404,0.160,0.575,-0.807
1625071273507,2021-06-30T18:41:13.507,44.406,0.157,0.580,-0.807
1625071273508,2021-06-30T18:41:13.508,44.407,0.153,0.583,-0.801
1625071273510,2021-06-30T18:41:13.510,44.409,0.151,0.589,-0.787
1625071273511,2021-06-30T18:41:13.511,44.410,0.150,0.584,-0.783
1625071273513,2021-06-30T18:41:13.513,44.412,0.141,0.592,-0.781
1625071273513,2021-06-30T18:41:13.513,44.412,0.139,0.589,-0.785
1625071273514,2021-06-30T18:41:13.514,44.413,0.132,0.597,-0.772
1625071273516,2021-06-30T18:41:13.516,44.415,0.124,0.600,-0.767
1625071273517,2021-06-30T18:41:13.517,44.416,0.124,0.604,-0.758
1625071273518,2021-06-30T18:41:13.518,44.417,0.120,0.602,-0.763
1625071273520,2021-06-30T18:41:13.520,44.419,0.120,0.601,-0.753
1625071273521,2021-06-30T18:41:13.521,44.420,0.101,0.606,-0.751
1625071273521,2021-06-30T18:41:13.521,44.420,0.096,0.608,-0.752
1625071273523,2021-06-30T18:41:13.523,44.422,0.092,0.613,-0.761
1625071273524,2021-06-30T18:41:13.524,44.423,0.085,0.612,-0.758
1625071273526,2021-06-30T18:41:13.526,44.425,0.078,0.616,-0.758
1625071273527,2021-06-30T18:41:13.527,44.426,0.069,0.617,-0.764
1625071273529,2021-06-30T18:41:13.529,44.428,0.069,0.605,-0.757
1625071273529,2021-06-30T18:41:13.529,44.428,0.067,0.606,-0.753
1625071273530,2021-06-30T18:41:13.530,44.429,0.065,0.603,-0.751
1625071273532,2021-06-30T18:41:13.532,44.431,0.059,0.598,-0.747
1625071273533,2021-06-30T18:41:13.533,44.432,0.054,0.597,-0.735
1625071273535,2021-06-30T18:41:13.535,44.434,0.049,0.586,-0.728
1625071273536,2021-06-30T18:41:13.536,44.435,0.039,0.590,-0.733
1625071273538,2021-06-30T18:41:13.538,44.437,0.039,0.581,-0.720
1625071273538,2021-06-30T18:41:13.538,44.437,0.031,0.587,-0.718
1625071273540,2021-06-30T18:41:13.540,44.439,0.032,0.590,-0.711
1625071273540,2021-06-30T18:41:13.540,44.439,0.026,0.591,-0.715
1625071273542,2021-06-30T18:41:13.542,44.441,0.020,0.596,-0.715
1625071273543,2021-06-30T18:41:13.543,44.442,0.018,0.595,-0.717
1625071273545,2021-06-30T18:41:13.545,44.444,0.018,0.597,-0.711
1625071273545,2021-06-30T18:41:13.545,44.444,0.010,0.597,-0.707
1625071273546,2021-06-30T18:41:13.546,44.445,0.016,0.603,-0.703
1625071273548,2021-06-30T18:41:13.548,44.447,0.013,0.599,-0.702
1625071273549,2021-06-30T18:41:13.549,44.448,0.009,0.604,-0.705
1625071273551,2021-06-30T18:41:13.551,44.450,0.012,0.604,-0.711
1625071273552,2021-06-30T18:41:13.552,44.451,0.005,0.601,-0.710
1625071273554,2021-06-30T18:41:13.554,44.453,0.000,0.606,-0.706
1625071273554,2021-06-30T18:41:13.554,44.453,0.000,0.606,-0.705
1625071273555,2021-06-30T18:41:13.555,44.454,0.004,0.606,-0.712
1625071273557,2021-06-30T18:41:13.557,44.456,-0.008,0.608,-0.707
1625071273558,2021-06-30T18:41:13.558,44.457,-0.007,0.608,-0.711
1625071273559,2021-06-30T18:41:13.559,44.458,-0.008,0.618,-0.703
1625071273561,2021-06-30T18:41:13.561,44.460,-0.008,0.615,-0.699
1625071273561,2021-06-30T18:41:13.561,44.460,-0.024,0.619,-0.698
1625071273562,2021-06-30T18:41:13.562,44.461,-0.019,0.626,-0.690
1625071273564,2021-06-30T18:41:13.564,44.463,-0.016,0.630,-0.694
1625071273565,2021-06-30T18:41:13.565,44.464,-0.028,0.638,-0.695
1625071273567,2021-06-30T18:41:13.567,44.466,-0.028,0.635,-0.688
1625071273568,2021-06-30T18:41:13.568,44.467,-0.024,0.641,-0.683
1625071273570,2021-06-30T18:41:13.570,44.469,-0.031,0.648,-0.676
1625071273570,2021-06-30T18:41:13.570,44.469,-0.038,0.655,-0.680
1625071273571,2021-06-30T18:41:13.571,44.470,-0.029,0.656,-0.676
1625071273573,2021-06-30T18:41:13.573,44.472,-0.036,0.664,-0.672
1625071273574,2021-06-30T18:41:13.574,44.473,-0.038,0.671,-0.664
1625071273576,2021-06-30T18:41:13.576,44.475,-0.033,0.680,-0.663
1625071273577,2021-06-30T18:41:13.577,44.476,-0.041,0.684,-0.660
1625071273577,2021-06-30T18:41:13.577,44.476,-0.051,0.687,-0.656
1625071273579,2021-06-30T18:41:13.579,44.478,-0.055,0.693,-0.649
1625071273580,2021-06-30T18:41:13.580,44.479,-0.063,0.703,-0.651
1625071273581,2021-06-30T18:41:13.581,44.480,-0.065,0.702,-0.652
1625071273583,2021-06-30T18:41:13.583,44.482,-0.069,0.713,-0.654
1625071273584,2021-06-30T18:41:13.584,44.483,-0.078,0.720,-0.645
1625071273586,2021-06-30T18:41:13.586,44.485,-0.084,0.722,-0.652
1625071273586,2021-06-30T18:41:13.586,44.485,-0.087,0.730,-0.652
1625071273587,2021-06-30T18:41:13.587,44.486,-0.090,0.724,-0.648
1625071273589,2021-06-30T18:41:13.589,44.488,-0.085,0.724,-0.646
1625071273590,2021-06-30T18:41:13.590,44.489,-0.086,0.730,-0.648
1625071273592,2021-06-30T18:41:13.592,44.491,-0.093,0.722,-0.667
1625071273593,2021-06-30T18:41:13.593,44.492,-0.104,0.717,-0.665
1625071273595,2021-06-30T18:41:13.595,44.494,-0.111,0.718,-0.673
1625071273595,2021-06-30T18:41:13.595,44.494,-0.117,0.715,-0.691
1625071273596,2021-06-30T18:41:13.596,44.495,-0.114,0.708,-0.694
1625071273598,2021-06-30T18:41:13.598,44.497,-0.124,0.707,-0.709
1625071273599,2021-06-30T18:41:13.599,44.498,-0.124,0.696,-0.718
1625071273601,2021-06-30T18:41:13.601,44.500,-0.135,0.689,-0.728
1625071273602,2021-06-30T18:41:13.602,44.501,-0.136,0.685,-0.736
1625071273602,2021-06-30T18:41:13.602,44.501,-0.136,0.682,-0.750
1625071273603,2021-06-30T18:41:13.603,44.502,-0.141,0.679,-0.752
1625071273605,2021-06-30T18:41:13.605,44.504,-0.134,0.673,-0.767
1625071273606,2021-06-30T18:41:13.606,44.505,-0.134,0.667,-0.779
1625071273608,2021-06-30T18:41:13.608,44.507,-0.131,0.659,-0.794
1625071273609,2021-06-30T18:41:13.609,44.508,-0.129,0.639,-0.794
1625071273611,2021-06-30T18:41:13.611,44.510,-0.119,0.637,-0.814
1625071273611,2021-06-30T18:41:13.611,44.510,-0.111,0.627,-0.817
1625071273612,2021-06-30T18:41:13.612,44.511,-0.114,0.621,-0.817
1625071273614,2021-06-30T18:41:13.614,44.513,-0.103,0.616,-0.829
1625071273615,2021-06-30T18:41:13.615,44.514,-0.096,0.608,-0.829
1625071273617,2021-06-30T18:41:13.617,44.516,-0.090,0.607,-0.826
1625071273618,2021-06-30T18:41:13.618,44.517,-0.078,0.611,-0.837
1625071273618,2021-06-30T18:41:13.618,44.517,-0.070,0.620,-0.840
1625071273620,2021-06-30T18:41:13.620,44.519,-0.054,0.632,-0.855
1625071273621,2021-06-30T18:41:13.621,44.520,-0.020,0.637,-0.868
1625071273622,2021-06-30T18:41:13.622,44.521,0.010,0.649,-0.887
1625071273624,2021-06-30T18:41:13.624,44.523,0.041,0.666,-0.885
1625071273625,2021-06-30T18:41:13.625,44.524,0.081,0.684,-0.878
1625071273627,2021-06-30T18:41:13.627,44.526,0.109,0.714,-0.873
1625071273627,2021-06-30T18:41:13.627,44.526,0.170,0.752,-0.880
1625071273628,2021-06-30T18:41:13.628,44.527,0.241,0.785,-0.916
1625071273630,2021-06-30T18:41:13.630,44.529,0.310,0.824,-0.964
1625071273631,2021-06-30T18:41:13.631,44.530,0.406,0.867,-1.036
1625071273633,2021-06-30T18:41:13.633,44.532,0.504,0.920,-1.106
1625071273634,2021-06-30T18:41:13.634,44.533,0.597,0.950,-1.179
1625071273634,2021-06-30T18:41:13.634,44.533,0.677,0.980,-1.236
1625071273636,2021-06-30T18:41:13.636,44.535,0.736,0.988,-1.274
1625071273637,2021-06-30T18:41:13.637,44.536,0.758,0.982,-1.307
1625071273639,2021-06-30T18:41:13.639,44.538,0.753,0.978,-1.318
1625071273640,2021-06-30T18:41:13.640,44.539,0.729,0.964,-1.296
1625071273642,2021-06-30T18:41:13.642,44.541,0.679,0.947,-1.251
1625071273643,2021-06-30T18:41:13.643,44.542,0.642,0.925,-1.213
1625071273643,2021-06-30T18:41:13.643,44.542,0.607,0.908,-1.160
1625071273644,2021-06-30T18:41:13.644,44.543,0.574,0.886,-1.092
1625071273646,2021-06-30T18:41:13.646,44.545,0.555,0.869,-1.040
1625071273647,2021-06-30T18:41:13.647,44.546,0.543,0.852,-0.993
1625071273649,2021-06-30T18:41:13.649,44.548,0.528,0.833,-0.967
1625071273650,2021-06-30T18:41:13.650,44.549,0.508,0.824,-0.951
1625071273652,2021-06-30T18:41:13.652,44.551,0.484,0.818,-0.924
1625071273652,2021-06-30T18:41:13.652,44.551,0.465,0.804,-0.898
1625071273653,2021-06-30T18:41:13.653,44.552,0.429,0.799,-0.891
1625071273655,2021-06-30T18:41:13.655,44.554,0.396,0.792,-0.882
1625071273656,2021-06-30T18:41:13.656,44.555,0.346,0.778,-0.872
1625071273658,2021-06-30T18:41:13.658,44.557,0.309,0.771,-0.877
1625071273659,2021-06-30T18:41:13.659,44.558,0.270,0.766,-0.879
1625071273659,2021-06-30T18:41:13.659,44.558,0.234,0.762,-0.879
1625071273661,2021-06-30T18:41:13.661,44.560,0.195,0.759,-0.885
1625071273662,2021-06-30T18:41:13.662,44.561,0.171,0.749,-0.886
1625071273663,2021-06-30T18:41:13.663,44.562,0.140,0.746,-0.891
1625071273665,2021-06-30T18:41:13.665,44.564,0.106,0.746,-0.903
1625071273666,2021-06-30T18:41:13.666,44.565,0.086,0.748,-0.906
1625071273668,2021-06-30T18:41:13.668,44.567,0.062,0.748,-0.905
1625071273668,2021-06-30T18:41:13.668,44.567,0.049,0.752,-0.903
1625071273669,2021-06-30T18:41:13.669,44.568,0.025,0.760,-0.895
1625071273671,2021-06-30T18:41:13.671,44.570,0.002,0.763,-0.901
1625071273672,2021-06-30T18:41:13.672,44.571,-0.008,0.774,-0.896
1625071273674,2021-06-30T18:41:13.674,44.573,-0.014,0.778,-0.890
1625071273675,2021-06-30T18:41:13.675,44.574,-0.027,0.792,-0.893
1625071273675,2021-06-30T18:41:13.675,44.574,-0.034,0.801,-0.885
1625071273677,2021-06-30T18:41:13.677,44.576,-0.031,0.823,-0.896
1625071273678,2021-06-30T18:41:13.678,44.577,-0.025,0.826,-0.893
1625071273680,2021-06-30T18:41:13.680,44.579,-0.013,0.834,-0.915
1625071273681,2021-06-30T18:41:13.681,44.580,0.010,0.843,-0.907
1625071273683,2021-06-30T18:41:13.683,44.582,0.039,0.847,-0.917
1625071273684,2021-06-30T18:41:13.684,44.583,0.069,0.849,-0.921
1625071273684,2021-06-30T18:41:13.684,44.583,0.097,0.853,-0.931
1625071273685,2021-06-30T18:41:13.685,44.584,0.134,0.854,-0.942
1625071273687,2021-06-30T18:41:13.687,44.586,0.167,0.860,-0.951
1625071273688,2021-06-30T18:41:13.688,44.587,0.200,0.858,-0.961
1625071273690,2021-06-30T18:41:13.690,44.589,0.231,0.857,-0.974
1625071273691,2021-06-30T18:41:13.691,44.590,0.269,0.855,-0.987
1625071273691,2021-06-30T18:41:13.691,44.590,0.294,0.863,-0.991
1625071273693,2021-06-30T18:41:13.693,44.592,0.318,0.861,-1.001
1625071273694,2021-06-30T18:41:13.694,44.593,0.349,0.862,-1.010
1625071273696,2021-06-30T18:41:13.696,44.595,0.368,0.865,-1.013
1625071273697,2021-06-30T18:41:13.697,44.596,0.391,0.866,-1.015
1625071273699,2021-06-30T18:41:13.699,44.598,0.404,0.861,-1.025
1625071273700,2021-06-30T18:41:13.700,44.599,0.422,0.855,-1.035
1625071273700,2021-06-30T18:41:13.700,44.599,0.437,0.852,-1.040
1625071273702,2021-06-30T18:41:13.702,44.601,0.451,0.851,-1.053
1625071273703,2021-06-30T18:41:13.703,44.602,0.463,0.852,-1.065
1625071273705,2021-06-30T18:41:13.705,44.604,0.478,0.854,-1.070
1625071273706,2021-06-30T18:41:13.706,44.605,0.488,0.855,-1.065
1625071273707,2021-06-30T18:41:13.707,44.606,0.488,0.847,-1.062
1625071273707,2021-06-30T18:41:13.707,44.606,0.484,0.838,-1.062
1625071273709,2021-06-30T18:41:13.709,44.608,0.483,0.826,-1.046
1625071273710,2021-06-30T18:41:13.710,44.609,0.465,0.813,-1.041
1625071273712,2021-06-30T18:41:13.712,44.611,0.438,0.797,-1.018
1625071273713,2021-06-30T18:41:13.713,44.612,0.410,0.782,-1.004
1625071273715,2021-06-30T18:41:13.715,44.614,0.393,0.779,-0.997
1625071273716,2021-06-30T18:41:13.716,44.615,0.376,0.776,-0.978
1625071273716,2021-06-30T18:41:13.716,44.615,0.358,0.771,-0.971
1625071273718,2021-06-30T18:41:13.718,44.617,0.357,0.769,-0.976
1625071273719,2021-06-30T18:41:13.719,44.618,0.352,0.766,-0.997
1625071273721,2021-06-30T18:41:13.721,44.620,0.335,0.770,-0.999
1625071273722,2021-06-30T18:41:13.722,44.621,0.314,0.776,-1.000
1625071273724,2021-06-30T18:41:13.724,44.623,0.296,0.778,-1.023
1625071273725,2021-06-30T18:41:13.725,44.624,0.279,0.776,-1.036
1625071273725,2021-06-30T18:41:13.725,44.624,0.262,0.771,-1.040
1625071273726,2021-06-30T18:41:13.726,44.625,0.243,0.770,-1.045
1625071273728,2021-06-30T18:41:13.728,44.627,0.216,0.766,-1.061
1625071273729,2021-06-30T18:41:13.729,44.628,0.194,0.775,-1.081
1625071273731,2021-06-30T18:41:13.731,44.630,0.170,0.768,-1.067
1625071273732,2021-06-30T18:41:13.732,44.631,0.153,0.767,-1.053
1625071273732,2021-06-30T18:41:13.732,44.631,0.128,0.761,-1.044
1625071273734,2021-06-30T18:41:13.734,44.633,0.102,0.749,-1.035
1625071273735,2021-06-30T18:41:13.735,44.634,0.090,0.736,-1.032
1625071273737,2021-06-30T18:41:13.737,44.636,0.073,0.730,-1.019
1625071273738,2021-06-30T18:41:13.738,44.637,0.054,0.720,-1.001
1625071273740,2021-06-30T18:41:13.740,44.639,0.046,0.713,-1.000
1625071273741,2021-06-30T18:41:13.741,44.640,0.030,0.705,-0.991
1625071273741,2021-06-30T18:41:13.741,44.640,0.021,0.695,-0.969
1625071273743,2021-06-30T18:41:13.743,44.642,0.012,0.696,-0.948
1625071273744,2021-06-30T18:41:13.744,44.643,0.002,0.683,-0.933
1625071273746,2021-06-30T18:41:13.746,44.645,-0.006,0.673,-0.923
1625071273747,2021-06-30T18:41:13.747,44.646,-0.020,0.660,-0.905
1625071273748,2021-06-30T18:41:13.748,44.647,-0.012,0.645,-0.893
1625071273748,2021-06-30T18:41:13.748,44.647,-0.018,0.626,-0.868
1625071273750,2021-06-30T18:41:13.750,44.649,-0.030,0.606,-0.861
1625071273751,2021-06-30T18:41:13.751,44.650,-0.052,0.584,-0.856
1625071273753,2021-06-30T18:41:13.753,44.652,-0.100,0.554,-0.848
1625071273754,2021-06-30T18:41:13.754,44.653,-0.191,0.498,-0.878
1625071273756,2021-06-30T18:41:13.756,44.655,-0.337,0.443,-0.903
1625071273757,2021-06-30T18:41:13.757,44.656,-0.457,0.369,-0.952
1625071273757,2021-06-30T18:41:13.757,44.656,-0.527,0.314,-1.009
1625071273759,2021-06-30T18:41:13.759,44.658,-0.527,0.278,-1.069
1625071273760,2021-06-30T18:41:13.760,44.659,-0.490,0.258,-1.119
1625071273762,2021-06-30T18:41:13.762,44.661,-0.412,0.297,-1.103
1625071273763,2021-06-30T18:41:13.763,44.662,-0.260,0.356,-1.064
1625071273765,2021-06-30T18:41:13.765,44.664,-0.113,0.399,-1.064
1625071273765,2021-06-30T18:41:13.765,44.664,-0.001,0.465,-0.994
1625071273766,2021-06-30T18:41:13.766,44.665,0.059,0.506,-0.935
1625071273768,2021-06-30T18:41:13.768,44.667,0.096,0.550,-0.830
1625071273769,2021-06-30T18:41:13.769,44.668,0.103,0.572,-0.756
1625071273770,2021-06-30T18:41:13.770,44.669,0.097,0.574,-0.688
1625071273772,2021-06-30T18:41:13.772,44.671,0.090,0.567,-0.630
1625071273773,2021-06-30T18:41:13.773,44.672,0.078,0.558,-0.585
1625071273773,2021-06-30T18:41:13.773,44.672,0.075,0.550,-0.544
1625071273775,2021-06-30T18:41:13.775,44.674,0.073,0.543,-0.505
1625071273776,2021-06-30T18:41:13.776,44.675,0.068,0.548,-0.472
1625071273778,2021-06-30T18:41:13.778,44.677,0.065,0.557,-0.449
1625071273779,2021-06-30T18:41:13.779,44.678,0.058,0.565,-0.428
1625071273781,2021-06-30T18:41:13.781,44.680,0.043,0.577,-0.418
1625071273781,2021-06-30T18:41:13.781,44.680,0.042,0.581,-0.405
1625071273782,2021-06-30T18:41:13.782,44.681,0.035,0.585,-0.410
1625071273784,2021-06-30T18:41:13.784,44.683,0.026,0.596,-0.406
1625071273785,2021-06-30T18:41:13.785,44.684,0.006,0.593,-0.403
1625071273787,2021-06-30T18:41:13.787,44.686,-0.023,0.589,-0.421
1625071273788,2021-06-30T18:41:13.788,44.687,-0.042,0.591,-0.442
1625071273789,2021-06-30T18:41:13.789,44.688,-0.067,0.583,-0.461
1625071273789,2021-06-30T18:41:13.789,44.688,-0.090,0.574,-0.480
1625071273791,2021-06-30T18:41:13.791,44.690,-0.114,0.566,-0.514
1625071273792,2021-06-30T18:41:13.792,44.691,-0.151,0.555,-0.541
1625071273794,2021-06-30T18:41:13.794,44.693,-0.174,0.546,-0.571
1625071273795,2021-06-30T18:41:13.795,44.694,-0.219,0.537,-0.609
1625071273797,2021-06-30T18:41:13.797,44.696,-0.252,0.532,-0.649
1625071273798,2021-06-30T18:41:13.798,44.697,-0.277,0.528,-0.680
1625071273798,2021-06-30T18:41:13.798,44.697,-0.303,0.516,-0.704
1625071273800,2021-06-30T18:41:13.800,44.699,-0.325,0.510,-0.714
1625071273801,2021-06-30T18:41:13.801,44.700,-0.353,0.503,-0.725
1625071273803,2021-06-30T18:41:13.803,44.702,-0.358,0.495,-0.730
1625071273804,2021-06-30T18:41:13.804,44.703,-0.385,0.491,-0.732
1625071273806,2021-06-30T18:41:13.806,44.705,-0.373,0.488,-0.730
1625071273806,2021-06-30T18:41:13.806,44.705,-0.332,0.500,-0.719
1625071273807,2021-06-30T18:41:13.807,44.706,-0.295,0.518,-0.690
1625071273809,2021-06-30T18:41:13.809,44.708,-0.230,0.536,-0.674
1625071273810,2021-06-30T18:41:13.810,44.709,-0.162,0.574,-0.654
1625071273811,2021-06-30T18:41:13.811,44.710,-0.122,0.608,-0.613
1625071273813,2021-06-30T18:41:13.813,44.712,-0.110,0.643,-0.580
1625071273814,2021-06-30T18:41:13.814,44.713,-0.118,0.658,-0.587
1625071273814,2021-06-30T18:41:13.814,44.713,-0.153,0.661,-0.591
1625071273816,2021-06-30T18:41:13.816,44.715,-0.178,0.666,-0.603
1625071273817,2021-06-30T18:41:13.817,44.716,-0.182,0.676,-0.596
1625071273819,2021-06-30T18:41:13.819,44.718,-0.174,0.675,-0.592
1625071273820,2021-06-30T18:41:13.820,44.719,-0.157,0.667,-0.602
1625071273822,2021-06-30T18:41:13.822,44.721,-0.136,0.656,-0.635
1625071273822,2021-06-30T18:41:13.822,44.721,-0.143,0.640,-0.640
1625071273823,2021-06-30T18:41:13.823,44.722,-0.160,0.621,-0.665
1625071273825,2021-06-30T18:41:13.825,44.724,-0.165,0.599,-0.670
1625071273826,2021-06-30T18:41:13.826,44.725,-0.169,0.580,-0.666
1625071273828,2021-06-30T18:41:13.828,44.727,-0.169,0.569,-0.647
1625071273829,2021-06-30T18:41:13.829,44.728,-0.163,0.538,-0.669
1625071273830,2021-06-30T18:41:13.830,44.729,-0.135,0.495,-0.645
1625071273830,2021-06-30T18:41:13.830,44.729,-0.102,0.458,-0.616
