epoch (ms),time (01:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1625071229501,2021-06-30T18:40:29.501,0.455,0.427,-0.244,0.305
1625071229503,2021-06-30T18:40:29.503,0.457,0.305,-0.427,0.122
1625071229504,2021-06-30T18:40:29.504,0.458,0.549,-0.488,0.061
1625071229506,2021-06-30T18:40:29.506,0.460,0.549,-0.244,0.183
1625071229507,2021-06-30T18:40:29.507,0.461,0.427,-0.549,0.305
1625071229509,2021-06-30T18:40:29.509,0.463,0.305,-0.366,0.305
1625071229509,2021-06-30T18:40:29.509,0.463,0.244,0.000,0.183
1625071229510,2021-06-30T18:40:29.510,0.464,0.366,0.061,0.183
1625071229512,2021-06-30T18:40:29.512,0.466,0.427,-0.183,0.305
1625071229513,2021-06-30T18:40:29.513,0.467,0.183,0.000,0.244
1625071229515,2021-06-30T18:40:29.515,0.469,0.427,-0.305,0.183
1625071229516,2021-06-30T18:40:29.516,0.470,0.427,-0.366,0.183
1625071229518,2021-06-30T18:40:29.518,0.472,0.244,-0.427,0.244
1625071229518,2021-06-30T18:40:29.518,0.472,0.183,-0.244,0.183
1625071229519,2021-06-30T18:40:29.519,0.473,0.183,-0.183,0.061
1625071229520,2021-06-30T18:40:29.520,0.474,0.244,-0.305,0.183
1625071229522,2021-06-30T18:40:29.522,0.476,0.305,-0.366,0.244
1625071229523,2021-06-30T18:40:29.523,0.477,0.305,-0.244,0.305
1625071229525,2021-06-30T18:40:29.525,0.479,0.427,-0.244,0.183
1625071229525,2021-06-30T18:40:29.525,0.479,0.610,-0.366,0.000
1625071229528,2021-06-30T18:40:29.528,0.482,0.244,-0.244,0.061
1625071229528,2021-06-30T18:40:29.528,0.482,-0.061,-0.305,0.305
1625071229529,2021-06-30T18:40:29.529,0.483,0.305,-0.305,0.305
1625071229531,2021-06-30T18:40:29.531,0.485,0.244,-0.244,0.122
1625071229532,2021-06-30T18:40:29.532,0.486,0.122,-0.244,0.061
1625071229534,2021-06-30T18:40:29.534,0.488,0.549,-0.366,0.183
1625071229534,2021-06-30T18:40:29.534,0.488,0.915,-0.183,0.000
1625071229535,2021-06-30T18:40:29.535,0.489,0.427,-0.122,0.122
1625071229537,2021-06-30T18:40:29.537,0.491,0.122,-0.183,0.061
1625071229538,2021-06-30T18:40:29.538,0.492,0.305,-0.244,0.305
1625071229539,2021-06-30T18:40:29.539,0.493,0.244,-0.427,0.366
1625071229541,2021-06-30T18:40:29.541,0.495,0.122,-0.427,0.305
1625071229541,2021-06-30T18:40:29.541,0.495,-0.061,-0.122,0.488
1625071229542,2021-06-30T18:40:29.542,0.496,0.122,-0.366,0.366
1625071229544,2021-06-30T18:40:29.544,0.498,0.244,-0.305,0.183
1625071229545,2021-06-30T18:40:29.545,0.499,0.427,-0.183,0.366
1625071229547,2021-06-30T18:40:29.547,0.501,0.732,-0.366,0.244
1625071229548,2021-06-30T18:40:29.548,0.502,0.610,-0.488,0.244
1625071229550,2021-06-30T18:40:29.550,0.504,0.183,-0.305,0.244
1625071229550,2021-06-30T18:40:29.550,0.504,0.305,-0.061,0.183
1625071229551,2021-06-30T18:40:29.551,0.505,0.305,-0.305,0.183
1625071229553,2021-06-30T18:40:29.553,0.507,0.488,-0.366,0.244
1625071229554,2021-06-30T18:40:29.554,0.508,0.244,-0.183,0.183
1625071229556,2021-06-30T18:40:29.556,0.510,0.244,-0.122,0.488
1625071229557,2021-06-30T18:40:29.557,0.511,0.183,-0.366,0.305
1625071229559,2021-06-30T18:40:29.559,0.513,0.122,-0.366,0.122
1625071229559,2021-06-30T18:40:29.559,0.513,0.183,-0.305,0.305
1625071229561,2021-06-30T18:40:29.561,0.515,0.183,-0.122,0.366
1625071229561,2021-06-30T18:40:29.561,0.515,0.183,-0.305,0.488
1625071229563,2021-06-30T18:40:29.563,0.517,0.183,-0.366,0.183
1625071229564,2021-06-30T18:40:29.564,0.518,0.488,-0.366,0.183
1625071229566,2021-06-30T18:40:29.566,0.520,0.488,-0.305,0.244
1625071229566,2021-06-30T18:40:29.566,0.520,0.244,-0.488,0.183
1625071229567,2021-06-30T18:40:29.567,0.521,0.488,-0.244,0.244
1625071229569,2021-06-30T18:40:29.569,0.523,0.183,-0.427,0.000
1625071229570,2021-06-30T18:40:29.570,0.524,0.122,-0.183,0.366
1625071229572,2021-06-30T18:40:29.572,0.526,0.488,-0.183,0.366
1625071229573,2021-06-30T18:40:29.573,0.527,0.427,-0.183,0.061
1625071229575,2021-06-30T18:40:29.575,0.529,0.366,-0.366,0.122
1625071229575,2021-06-30T18:40:29.575,0.529,0.488,-0.427,0.366
1625071229576,2021-06-30T18:40:29.576,0.530,0.244,-0.305,0.305
1625071229578,2021-06-30T18:40:29.578,0.532,0.244,-0.061,0.488
1625071229579,2021-06-30T18:40:29.579,0.533,0.366,-0.061,0.366
1625071229580,2021-06-30T18:40:29.580,0.534,0.366,-0.244,0.305
1625071229582,2021-06-30T18:40:29.582,0.536,0.122,-0.183,0.183
1625071229582,2021-06-30T18:40:29.582,0.536,0.488,-0.305,0.000
1625071229583,2021-06-30T18:40:29.583,0.537,0.305,-0.793,0.305
1625071229585,2021-06-30T18:40:29.585,0.539,0.305,-0.427,0.244
1625071229586,2021-06-30T18:40:29.586,0.540,0.305,-0.244,0.061
1625071229588,2021-06-30T18:40:29.588,0.542,0.305,-0.061,0.183
1625071229589,2021-06-30T18:40:29.589,0.543,0.427,-0.122,0.183
1625071229591,2021-06-30T18:40:29.591,0.545,0.549,-0.305,0.244
1625071229591,2021-06-30T18:40:29.591,0.545,0.427,0.061,0.488
1625071229592,2021-06-30T18:40:29.592,0.546,0.549,-0.061,0.244
1625071229594,2021-06-30T18:40:29.594,0.548,0.610,-0.183,0.183
1625071229595,2021-06-30T18:40:29.595,0.549,0.366,-0.244,0.183
1625071229597,2021-06-30T18:40:29.597,0.551,0.488,-0.122,0.183
1625071229598,2021-06-30T18:40:29.598,0.552,0.244,-0.061,0.366
1625071229598,2021-06-30T18:40:29.598,0.552,0.244,-0.183,0.244
1625071229600,2021-06-30T18:40:29.600,0.554,0.244,-0.183,-0.061
1625071229601,2021-06-30T18:40:29.601,0.555,0.183,0.000,0.061
1625071229602,2021-06-30T18:40:29.602,0.556,0.183,-0.244,0.183
1625071229604,2021-06-30T18:40:29.604,0.558,0.183,-0.244,0.244
1625071229605,2021-06-30T18:40:29.605,0.559,0.427,-0.244,0.244
1625071229607,2021-06-30T18:40:29.607,0.561,0.122,-0.305,0.061
1625071229607,2021-06-30T18:40:29.607,0.561,0.427,-0.427,0.000
1625071229608,2021-06-30T18:40:29.608,0.562,0.244,-0.183,0.122
1625071229610,2021-06-30T18:40:29.610,0.564,0.427,-0.244,0.000
1625071229611,2021-06-30T18:40:29.611,0.565,0.427,-0.244,0.183
1625071229613,2021-06-30T18:40:29.613,0.567,0.488,-0.305,0.183
1625071229614,2021-06-30T18:40:29.614,0.568,0.183,-0.305,0.183
1625071229614,2021-06-30T18:40:29.614,0.568,0.305,-0.427,0.122
1625071229616,2021-06-30T18:40:29.616,0.570,0.305,-0.305,0.183
1625071229617,2021-06-30T18:40:29.617,0.571,0.366,-0.244,0.183
1625071229619,2021-06-30T18:40:29.619,0.573,0.305,-0.305,0.183
1625071229620,2021-06-30T18:40:29.620,0.574,0.244,-0.305,0.183
1625071229622,2021-06-30T18:40:29.622,0.576,0.549,-0.305,0.122
1625071229623,2021-06-30T18:40:29.623,0.577,0.427,-0.366,0.122
1625071229623,2021-06-30T18:40:29.623,0.577,0.427,-0.183,0.061
1625071229624,2021-06-30T18:40:29.624,0.578,0.427,-0.061,0.061
1625071229626,2021-06-30T18:40:29.626,0.580,0.427,-0.122,0.000
1625071229629,2021-06-30T18:40:29.629,0.583,0.305,-0.244,0.122
1625071229629,2021-06-30T18:40:29.629,0.583,0.305,-0.366,0.122
1625071229630,2021-06-30T18:40:29.630,0.584,0.305,-0.488,0.305
1625071229632,2021-06-30T18:40:29.632,0.586,0.488,-0.305,0.122
1625071229632,2021-06-30T18:40:29.632,0.586,0.427,-0.122,-0.061
1625071229633,2021-06-30T18:40:29.633,0.587,0.427,-0.366,0.183
1625071229635,2021-06-30T18:40:29.635,0.589,0.488,-0.122,0.244
1625071229636,2021-06-30T18:40:29.636,0.590,0.305,-0.061,0.183
1625071229638,2021-06-30T18:40:29.638,0.592,0.305,-0.183,0.244
1625071229639,2021-06-30T18:40:29.639,0.593,0.305,-0.305,0.061
1625071229641,2021-06-30T18:40:29.641,0.595,0.366,-0.122,0.000
1625071229641,2021-06-30T18:40:29.641,0.595,0.122,-0.305,0.183
1625071229642,2021-06-30T18:40:29.642,0.596,0.427,-0.366,0.122
1625071229643,2021-06-30T18:40:29.643,0.597,0.488,-0.305,0.122
1625071229645,2021-06-30T18:40:29.645,0.599,0.244,0.000,0.183
1625071229646,2021-06-30T18:40:29.646,0.600,0.305,-0.122,0.244
1625071229648,2021-06-30T18:40:29.648,0.602,0.244,-0.244,0.122
1625071229648,2021-06-30T18:40:29.648,0.602,0.366,-0.366,0.305
1625071229649,2021-06-30T18:40:29.649,0.603,0.305,-0.244,0.610
1625071229651,2021-06-30T18:40:29.651,0.605,0.122,-0.183,0.183
1625071229652,2021-06-30T18:40:29.652,0.606,0.305,-0.305,0.244
1625071229654,2021-06-30T18:40:29.654,0.608,0.488,-0.122,0.244
1625071229655,2021-06-30T18:40:29.655,0.609,0.244,-0.122,0.183
1625071229655,2021-06-30T18:40:29.655,0.609,0.305,0.000,0.061
1625071229657,2021-06-30T18:40:29.657,0.611,0.122,-0.183,0.061
1625071229658,2021-06-30T18:40:29.658,0.612,0.183,-0.305,0.122
1625071229660,2021-06-30T18:40:29.660,0.614,0.122,-0.305,0.366
1625071229661,2021-06-30T18:40:29.661,0.615,0.000,-0.122,0.427
1625071229663,2021-06-30T18:40:29.663,0.617,0.183,-0.488,0.183
1625071229664,2021-06-30T18:40:29.664,0.618,0.427,-0.732,0.305
1625071229664,2021-06-30T18:40:29.664,0.618,0.488,-0.488,0.366
1625071229665,2021-06-30T18:40:29.665,0.619,0.427,-0.305,0.122
1625071229667,2021-06-30T18:40:29.667,0.621,0.488,-0.366,0.000
1625071229668,2021-06-30T18:40:29.668,0.622,0.488,-0.427,0.244
1625071229670,2021-06-30T18:40:29.670,0.624,0.061,-0.244,0.122
1625071229671,2021-06-30T18:40:29.671,0.625,0.366,-0.183,0.061
1625071229671,2021-06-30T18:40:29.671,0.625,0.610,-0.122,0.122
1625071229673,2021-06-30T18:40:29.673,0.627,0.427,0.000,0.244
1625071229674,2021-06-30T18:40:29.674,0.628,0.366,-0.427,0.305
1625071229676,2021-06-30T18:40:29.676,0.630,0.366,-0.366,0.244
1625071229677,2021-06-30T18:40:29.677,0.631,0.305,-0.305,0.244
1625071229679,2021-06-30T18:40:29.679,0.633,0.122,-0.183,0.183
1625071229680,2021-06-30T18:40:29.680,0.634,0.244,-0.183,0.244
1625071229680,2021-06-30T18:40:29.680,0.634,0.427,-0.244,0.305
1625071229682,2021-06-30T18:40:29.682,0.636,0.244,-0.305,-0.122
1625071229683,2021-06-30T18:40:29.683,0.637,0.366,-0.305,-0.061
1625071229684,2021-06-30T18:40:29.684,0.638,0.305,-0.122,0.427
1625071229686,2021-06-30T18:40:29.686,0.640,0.549,-0.183,0.305
1625071229687,2021-06-30T18:40:29.687,0.641,0.183,-0.305,0.183
1625071229687,2021-06-30T18:40:29.687,0.641,-0.061,-0.061,0.366
1625071229689,2021-06-30T18:40:29.689,0.643,0.427,-0.244,0.305
1625071229690,2021-06-30T18:40:29.690,0.644,0.549,-0.244,0.183
1625071229692,2021-06-30T18:40:29.692,0.646,0.610,-0.183,0.427
1625071229693,2021-06-30T18:40:29.693,0.647,0.488,-0.183,0.244
1625071229695,2021-06-30T18:40:29.695,0.649,0.244,-0.183,0.244
1625071229696,2021-06-30T18:40:29.696,0.650,0.305,-0.305,0.183
1625071229696,2021-06-30T18:40:29.696,0.650,-0.061,-0.183,0.244
1625071229698,2021-06-30T18:40:29.698,0.652,0.244,-0.244,0.183
1625071229699,2021-06-30T18:40:29.699,0.653,0.305,-0.549,0.122
1625071229701,2021-06-30T18:40:29.701,0.655,0.488,-0.671,0.244
1625071229702,2021-06-30T18:40:29.702,0.656,0.427,-0.244,0.244
1625071229704,2021-06-30T18:40:29.704,0.658,0.366,-0.122,0.366
1625071229704,2021-06-30T18:40:29.704,0.658,0.610,-0.122,-0.061
1625071229706,2021-06-30T18:40:29.706,0.660,0.366,-0.305,0.183
1625071229706,2021-06-30T18:40:29.706,0.660,0.122,-0.183,0.183
1625071229708,2021-06-30T18:40:29.708,0.662,0.061,-0.183,0.122
1625071229709,2021-06-30T18:40:29.709,0.663,0.488,-0.366,0.244
1625071229711,2021-06-30T18:40:29.711,0.665,0.610,-0.305,0.427
1625071229712,2021-06-30T18:40:29.712,0.666,0.366,-0.183,0.122
1625071229712,2021-06-30T18:40:29.712,0.666,0.366,-0.244,0.122
1625071229714,2021-06-30T18:40:29.714,0.668,0.488,-0.366,0.244
1625071229715,2021-06-30T18:40:29.715,0.669,0.427,0.061,0.122
1625071229717,2021-06-30T18:40:29.717,0.671,0.244,-0.122,0.122
1625071229718,2021-06-30T18:40:29.718,0.672,0.488,-0.488,0.305
1625071229720,2021-06-30T18:40:29.720,0.674,0.427,-0.366,0.122
1625071229721,2021-06-30T18:40:29.721,0.675,0.305,-0.183,0.183
1625071229721,2021-06-30T18:40:29.721,0.675,0.305,-0.061,0.061
1625071229723,2021-06-30T18:40:29.723,0.677,0.244,-0.244,0.183
1625071229724,2021-06-30T18:40:29.724,0.678,0.122,-0.244,0.061
1625071229726,2021-06-30T18:40:29.726,0.680,0.244,-0.366,0.061
1625071229727,2021-06-30T18:40:29.727,0.681,0.427,-0.366,0.305
1625071229728,2021-06-30T18:40:29.728,0.682,0.305,-0.244,0.183
1625071229728,2021-06-30T18:40:29.728,0.682,0.549,-0.366,0.366
1625071229730,2021-06-30T18:40:29.730,0.684,0.122,-0.244,0.305
1625071229731,2021-06-30T18:40:29.731,0.685,0.122,-0.122,0.366
1625071229733,2021-06-30T18:40:29.733,0.687,0.427,-0.305,0.183
1625071229734,2021-06-30T18:40:29.734,0.688,0.366,-0.427,-0.061
1625071229736,2021-06-30T18:40:29.736,0.690,0.183,-0.061,0.122
1625071229737,2021-06-30T18:40:29.737,0.691,0.244,-0.305,0.427
1625071229737,2021-06-30T18:40:29.737,0.691,0.122,-0.305,0.122
1625071229740,2021-06-30T18:40:29.740,0.694,0.244,-0.244,0.183
1625071229740,2021-06-30T18:40:29.740,0.694,0.183,-0.305,0.366
1625071229742,2021-06-30T18:40:29.742,0.696,0.549,-0.305,0.244
1625071229743,2021-06-30T18:40:29.743,0.697,0.366,-0.122,0.183
1625071229745,2021-06-30T18:40:29.745,0.699,0.244,-0.244,0.366
1625071229745,2021-06-30T18:40:29.745,0.699,0.427,-0.122,0.244
1625071229746,2021-06-30T18:40:29.746,0.700,0.366,-0.244,0.183
1625071229747,2021-06-30T18:40:29.747,0.701,0.488,-0.427,0.244
1625071229749,2021-06-30T18:40:29.749,0.703,0.671,-0.244,0.183
1625071229750,2021-06-30T18:40:29.750,0.704,0.732,-0.488,0.183
1625071229752,2021-06-30T18:40:29.752,0.706,0.427,-0.366,0.061
1625071229753,2021-06-30T18:40:29.753,0.707,0.488,-0.427,0.244
1625071229753,2021-06-30T18:40:29.753,0.707,0.549,-0.427,0.183
1625071229755,2021-06-30T18:40:29.755,0.709,0.122,-0.305,0.000
1625071229756,2021-06-30T18:40:29.756,0.710,0.122,-0.366,0.427
1625071229758,2021-06-30T18:40:29.758,0.712,0.366,-0.305,0.305
1625071229759,2021-06-30T18:40:29.759,0.713,0.183,-0.366,0.122
1625071229761,2021-06-30T18:40:29.761,0.715,0.305,-0.244,0.122
1625071229761,2021-06-30T18:40:29.761,0.715,-0.122,0.061,0.305
1625071229762,2021-06-30T18:40:29.762,0.716,0.122,-0.305,0.244
1625071229764,2021-06-30T18:40:29.764,0.718,0.366,-0.427,0.244
1625071229765,2021-06-30T18:40:29.765,0.719,0.122,0.061,0.122
1625071229767,2021-06-30T18:40:29.767,0.721,0.183,-0.244,0.244
1625071229768,2021-06-30T18:40:29.768,0.722,0.305,-0.244,0.183
1625071229769,2021-06-30T18:40:29.769,0.723,0.244,-0.427,0.061
1625071229769,2021-06-30T18:40:29.769,0.723,0.488,-0.122,0.122
1625071229771,2021-06-30T18:40:29.771,0.725,0.183,-0.122,0.183
1625071229772,2021-06-30T18:40:29.772,0.726,0.000,-0.183,0.244
1625071229774,2021-06-30T18:40:29.774,0.728,0.366,-0.610,0.122
1625071229775,2021-06-30T18:40:29.775,0.729,0.427,-0.427,0.366
1625071229777,2021-06-30T18:40:29.777,0.731,0.183,0.061,0.549
1625071229777,2021-06-30T18:40:29.777,0.731,0.183,0.122,0.427
1625071229778,2021-06-30T18:40:29.778,0.732,0.244,-0.244,0.183
1625071229780,2021-06-30T18:40:29.780,0.734,0.305,0.000,0.305
1625071229781,2021-06-30T18:40:29.781,0.735,0.305,-0.183,0.183
1625071229783,2021-06-30T18:40:29.783,0.737,0.122,-0.305,-0.061
1625071229784,2021-06-30T18:40:29.784,0.738,0.183,0.000,0.183
1625071229786,2021-06-30T18:40:29.786,0.740,0.366,-0.183,0.244
1625071229786,2021-06-30T18:40:29.786,0.740,0.366,-0.366,0.061
1625071229787,2021-06-30T18:40:29.787,0.741,0.305,-0.244,0.244
1625071229788,2021-06-30T18:40:29.788,0.742,0.549,-0.366,0.305
1625071229790,2021-06-30T18:40:29.790,0.744,0.549,-0.366,0.366
1625071229791,2021-06-30T18:40:29.791,0.745,0.732,-0.366,0.244
1625071229793,2021-06-30T18:40:29.793,0.747,0.549,-0.427,0.183
1625071229794,2021-06-30T18:40:29.794,0.748,0.305,-0.549,0.122
1625071229796,2021-06-30T18:40:29.796,0.750,0.610,-0.610,0.244
1625071229796,2021-06-30T18:40:29.796,0.750,0.549,-0.427,0.305
1625071229797,2021-06-30T18:40:29.797,0.751,0.488,-0.366,0.305
1625071229799,2021-06-30T18:40:29.799,0.753,0.671,-0.366,0.061
1625071229800,2021-06-30T18:40:29.800,0.754,0.488,-0.366,0.183
1625071229802,2021-06-30T18:40:29.802,0.756,0.244,-0.305,0.244
1625071229802,2021-06-30T18:40:29.802,0.756,0.488,-0.244,0.427
1625071229803,2021-06-30T18:40:29.803,0.757,0.427,-0.427,0.427
1625071229805,2021-06-30T18:40:29.805,0.759,0.122,-0.305,0.366
1625071229806,2021-06-30T18:40:29.806,0.760,0.366,-0.244,0.061
1625071229808,2021-06-30T18:40:29.808,0.762,0.244,-0.183,0.000
1625071229809,2021-06-30T18:40:29.809,0.763,0.305,-0.122,0.183
1625071229810,2021-06-30T18:40:29.810,0.764,-0.183,-0.061,0.000
1625071229810,2021-06-30T18:40:29.810,0.764,-0.244,0.000,0.122
1625071229812,2021-06-30T18:40:29.812,0.766,-0.244,0.000,0.061
1625071229813,2021-06-30T18:40:29.813,0.767,-0.061,-0.122,0.183
1625071229815,2021-06-30T18:40:29.815,0.769,-0.061,-0.061,0.061
1625071229816,2021-06-30T18:40:29.816,0.770,0.183,-0.183,0.122
1625071229818,2021-06-30T18:40:29.818,0.772,0.366,-0.305,0.183
1625071229818,2021-06-30T18:40:29.818,0.772,0.671,-0.366,0.000
1625071229819,2021-06-30T18:40:29.819,0.773,0.793,-0.671,0.122
1625071229821,2021-06-30T18:40:29.821,0.775,0.671,-0.549,0.183
1625071229822,2021-06-30T18:40:29.822,0.776,0.854,-0.488,0.244
1625071229824,2021-06-30T18:40:29.824,0.778,0.793,-0.732,0.122
1625071229825,2021-06-30T18:40:29.825,0.779,0.793,-0.549,0.183
1625071229827,2021-06-30T18:40:29.827,0.781,0.305,-0.305,0.305
1625071229827,2021-06-30T18:40:29.827,0.781,0.305,-0.183,0.366
1625071229828,2021-06-30T18:40:29.828,0.782,0.793,-0.366,0.427
1625071229830,2021-06-30T18:40:29.830,0.784,0.488,-0.366,0.427
1625071229831,2021-06-30T18:40:29.831,0.785,0.305,-0.244,0.244
1625071229832,2021-06-30T18:40:29.832,0.786,0.366,-0.183,0.244
1625071229834,2021-06-30T18:40:29.834,0.788,0.061,-0.122,0.305
1625071229834,2021-06-30T18:40:29.834,0.788,0.061,-0.183,0.183
1625071229835,2021-06-30T18:40:29.835,0.789,-0.061,-0.244,0.305
1625071229837,2021-06-30T18:40:29.837,0.791,-0.061,0.000,0.427
1625071229838,2021-06-30T18:40:29.838,0.792,0.061,0.000,0.122
1625071229840,2021-06-30T18:40:29.840,0.794,0.183,-0.183,0.122
1625071229841,2021-06-30T18:40:29.841,0.795,0.122,-0.183,0.183
1625071229843,2021-06-30T18:40:29.843,0.797,0.183,-0.183,0.244
1625071229843,2021-06-30T18:40:29.843,0.797,0.122,-0.183,0.244
1625071229844,2021-06-30T18:40:29.844,0.798,0.183,-0.244,0.183
1625071229846,2021-06-30T18:40:29.846,0.800,0.061,-0.610,0.366
1625071229847,2021-06-30T18:40:29.847,0.801,0.305,-0.366,0.427
1625071229849,2021-06-30T18:40:29.849,0.803,0.305,-0.305,0.183
1625071229850,2021-06-30T18:40:29.850,0.804,0.122,-0.488,0.366
1625071229851,2021-06-30T18:40:29.851,0.805,0.366,-0.305,0.244
1625071229851,2021-06-30T18:40:29.851,0.805,0.732,-0.305,0.366
1625071229853,2021-06-30T18:40:29.853,0.807,0.366,-0.366,0.061
1625071229854,2021-06-30T18:40:29.854,0.808,0.488,-0.366,0.244
1625071229856,2021-06-30T18:40:29.856,0.810,0.488,-0.244,0.122
1625071229857,2021-06-30T18:40:29.857,0.811,0.671,-0.366,0.183
1625071229859,2021-06-30T18:40:29.859,0.813,0.671,-0.305,0.305
1625071229859,2021-06-30T18:40:29.859,0.813,0.488,-0.183,0.061
1625071229860,2021-06-30T18:40:29.860,0.814,0.305,-0.244,0.183
1625071229862,2021-06-30T18:40:29.862,0.816,0.488,-0.183,0.244
1625071229863,2021-06-30T18:40:29.863,0.817,0.488,-0.366,0.122
1625071229865,2021-06-30T18:40:29.865,0.819,0.244,-0.244,0.244
1625071229866,2021-06-30T18:40:29.866,0.820,0.122,-0.122,0.488
1625071229868,2021-06-30T18:40:29.868,0.822,0.122,-0.122,0.366
1625071229868,2021-06-30T18:40:29.868,0.822,0.244,0.000,0.244
1625071229869,2021-06-30T18:40:29.869,0.823,0.305,-0.305,0.183
1625071229871,2021-06-30T18:40:29.871,0.825,0.366,-0.305,0.427
1625071229872,2021-06-30T18:40:29.872,0.826,0.427,-0.305,0.183
1625071229873,2021-06-30T18:40:29.873,0.827,0.183,-0.488,0.244
1625071229875,2021-06-30T18:40:29.875,0.829,0.244,-0.488,0.183
1625071229875,2021-06-30T18:40:29.875,0.829,0.183,-0.305,0.061
1625071229876,2021-06-30T18:40:29.876,0.830,0.183,-0.244,0.366
1625071229878,2021-06-30T18:40:29.878,0.832,0.122,-0.183,0.122
1625071229879,2021-06-30T18:40:29.879,0.833,0.305,-0.427,0.061
1625071229881,2021-06-30T18:40:29.881,0.835,0.366,-0.488,0.183
1625071229882,2021-06-30T18:40:29.882,0.836,0.244,-0.305,0.183
1625071229884,2021-06-30T18:40:29.884,0.838,0.244,-0.427,0.000
1625071229885,2021-06-30T18:40:29.885,0.839,0.488,-0.366,0.122
1625071229885,2021-06-30T18:40:29.885,0.839,0.427,-0.427,0.305
1625071229887,2021-06-30T18:40:29.887,0.841,0.244,-0.427,0.305
1625071229888,2021-06-30T18:40:29.888,0.842,0.610,-0.305,0.183
1625071229890,2021-06-30T18:40:29.890,0.844,0.610,0.000,0.427
1625071229891,2021-06-30T18:40:29.891,0.845,0.366,-0.183,0.183
1625071229891,2021-06-30T18:40:29.891,0.845,0.366,-0.488,0.366
1625071229893,2021-06-30T18:40:29.893,0.847,0.366,-0.305,0.122
1625071229894,2021-06-30T18:40:29.894,0.848,0.488,-0.366,0.061
1625071229895,2021-06-30T18:40:29.895,0.849,0.244,-0.244,0.305
1625071229897,2021-06-30T18:40:29.897,0.851,0.244,-0.366,0.122
1625071229898,2021-06-30T18:40:29.898,0.852,0.244,-0.183,0.305
1625071229900,2021-06-30T18:40:29.900,0.854,0.244,-0.122,0.061
1625071229900,2021-06-30T18:40:29.900,0.854,0.549,-0.183,0.244
1625071229901,2021-06-30T18:40:29.901,0.855,0.854,-0.244,0.305
1625071229903,2021-06-30T18:40:29.903,0.857,0.549,-0.244,0.244
1625071229904,2021-06-30T18:40:29.904,0.858,0.488,-0.305,0.061
1625071229906,2021-06-30T18:40:29.906,0.860,0.366,-0.183,0.366
1625071229907,2021-06-30T18:40:29.907,0.861,0.549,-0.366,0.244
1625071229907,2021-06-30T18:40:29.907,0.861,0.671,-0.427,0.366
1625071229909,2021-06-30T18:40:29.909,0.863,0.244,-0.366,0.244
1625071229910,2021-06-30T18:40:29.910,0.864,0.122,-0.549,0.244
1625071229912,2021-06-30T18:40:29.912,0.866,0.488,-0.366,0.122
1625071229913,2021-06-30T18:40:29.913,0.867,0.244,-0.183,0.427
1625071229914,2021-06-30T18:40:29.914,0.868,0.122,-0.183,0.488
1625071229916,2021-06-30T18:40:29.916,0.870,0.183,-0.183,0.122
1625071229916,2021-06-30T18:40:29.916,0.870,0.305,-0.488,0.061
